,Aircraft with seatmap,Seat Pitch,Seat Width,Seat Type,Video Type,Laptop Power,Power Type,Wi-Fi,Class,Company
1123,Boeing 767-300ER (76H/76Z) Layout 3,35,17.9,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Delta Airlines
1124,Boeing 767-300ER (76H/76Z) Layout 3,31-32,17.9,Standard,On-Demand TV,Some Seats,AC Power,No,Economy class,Delta Airlines
1125,Boeing 767-300ER (76L) Layout 2,35,17.9,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Delta Airlines
1126,Boeing 767-300ER (76L) Layout 2,31-32,17.9,Standard,On-Demand TV,Some Seats,AC Power,No,Economy class,Delta Airlines
1127,Boeing 767-300ER (76T/76W) Layout 1,35,17.9,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Delta Airlines
1128,Boeing 767-300ER (76T/76W) Layout 1,31-32,17.9,Standard,On-Demand TV,Some Seats,AC Power,No,Economy class,Delta Airlines
1129,Boeing 767-300ER (76Z) Layout 4,35,17.9,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Delta Airlines
1130,Boeing 767-300ER (76Z) Layout 4,31-32,17.9,Standard,On-Demand TV,Some Seats,AC Power,No,Economy class,Delta Airlines
1131,Boeing 767-400ER (764) Layout 2,34,18.1,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Delta Airlines
1132,Boeing 767-400ER (764) Layout 2,38,19.0,Recliner,On-Demand TV,All Seats,AC Power,No,Economy class,Delta Airlines
1133,Boeing 767-400ER (764) Layout 2,31,18.1,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Delta Airlines
1134,Boeing 767-400ER (76D) Layout 1,35,17.9,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Delta Airlines
1135,Boeing 767-400ER (76D) Layout 1,31-32,17.9,Standard,On-Demand TV,Some Seats,AC Power,No,Economy class,Delta Airlines
1136,Boeing 777-200ER/LR (7CB) Layout 1,34,18.5,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Delta Airlines
1137,Boeing 777-200ER/LR (7CB) Layout 1,38,19.0,Recliner,On-Demand TV,All Seats,AC Power,No,Economy class,Delta Airlines
1138,Boeing 777-200ER/LR (7CB) Layout 1,31-32,18.5,Standard,On-Demand TV,None,None,No,Economy class,Delta Airlines
1139,Boeing 777-200ER/LR (7HD) Layout 2,31-32,18.5,Standard,On-Demand TV,None,None,No,Economy class,Delta Airlines
1140,Airbus A330-900neo (339),38,18.5,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Delta Airlines
1141,Airbus A350-900 (359),38,18.5,Standard,On-Demand TV,All Seats,AC Power,No,Premium Economy,Delta Airlines
1142,Boeing 777-200ER/LR (7HD) Layout 2,38,19.0,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Delta Airlines
1143,Airbus A330-200 (332),80,21,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Delta Airlines
1144,Airbus A330-300 (333),80,21,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Delta Airlines
1145,Airbus A330-900neo (339),45-46,23.3,Closed Suite,On-Demand TV,All Seats,AC Power,No,Business class,Delta Airlines
1146,Airbus A350-900 (359),76-81,22-24,Closed Suite,On-Demand TV,All Seats,AC Power,No,Business class,Delta Airlines
1147,Boeing 767-300ER (76H/76Z) Layout 3,77-81,21,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Delta Airlines
1148,Boeing 767-300ER (76L) Layout 2,77-81,21,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Delta Airlines
1149,Boeing 767-300ER (76T/76W) Layout 1,77-81,21,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Delta Airlines
1150,Boeing 767-300ER (76Z) Layout 4,76.5-81.4,21.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Delta Airlines
1151,Boeing 767-400ER (764) Layout 2,77,21,Open Suite,On-Demand TV,All Seats,AC Power,No,Business class,Delta Airlines
1152,Boeing 767-400ER (76D) Layout 1,77-81,21,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Delta Airlines
1153,Boeing 777-200ER/LR (7CB) Layout 1,77-78,22,Closed Suite,On-Demand TV,All Seats,AC Power,No,Business class,Delta Airlines
1154,Boeing 777-200ER/LR (7HD) Layout 2,77-78,22-24,Closed Suite,On-Demand TV,All Seats,AC Power,No,Business class,Delta Airlines
1155,Airbus A220-100 (CS1),34,18.6,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Delta Airlines
1156,Airbus A220-100 (CS1),30-32,18.6,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Delta Airlines
1157,Airbus A319 (319),34,18,Standard,Satellite TV,All Seats,AC Power,No,Economy class,Delta Airlines
1158,Airbus A319 (319),30-31,18,Standard,Satellite TV,All Seats,AC Power,No,Economy class,Delta Airlines
1159,Airbus A320 (32K) Layout 1,34,18,Standard,None,All Seats,AC Power,No,Economy class,Delta Airlines
1160,Airbus A320 (32K) Layout 1,30-31,18,Standard,None,All Seats,AC Power,No,Economy class,Delta Airlines
1161,Airbus A320 (32M) Layout 2,34,18,Standard,None,All Seats,AC Power,No,Economy class,Delta Airlines
1162,Airbus A320 (32M) Layout 2,30-31,18,Standard,None,All Seats,AC Power,No,Economy class,Delta Airlines
1163,Airbus A321 (321) Layout 1,34,18,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Delta Airlines
1164,Airbus A321 (321) Layout 1,31,18,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Delta Airlines
1165,Airbus A321 (321) Layout 2,34,18,Recliner,On-Demand TV,All Seats,AC Power,No,Economy class,Delta Airlines
1166,Airbus A321 (321) Layout 2,30-31,18,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Delta Airlines
1167,Boeing 717-200 (717),34,18.1,Standard,None,All Seats,AC Power,No,Economy class,Delta Airlines
1168,Boeing 717-200 (717),31,18.1,Standard,None,All Seats,AC Power,No,Economy class,Delta Airlines
1169,Boeing 737-700 (73W),34,17.2,Standard,On-Demand TV,None,None,No,Economy class,Delta Airlines
1170,Boeing 737-700 (73W),30-31,17.2,Standard,On-Demand TV,None,None,No,Economy class,Delta Airlines
1171,Boeing 737-800 (73H),34,17.2,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Delta Airlines
1172,Boeing 737-800 (73H),31-32,17.2,Standard,On-Demand TV,None,None,No,Economy class,Delta Airlines
1173,Boeing 737-900ER (739),34,17.2,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Delta Airlines
1174,Boeing 737-900ER (739),30-31,17.2,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Delta Airlines
1175,Boeing 757-200 (757),34-35,17.2,Standard,Overhead TV,None,None,No,Economy class,Delta Airlines
1176,Boeing 757-200 (757),31-33,17.2,Standard,Overhead TV,None,None,No,Economy class,Delta Airlines
1177,Boeing 757-200 (75D),34,17.2,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Delta Airlines
1178,Boeing 757-200 (75D),30-32,17.2,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Delta Airlines
1179,Boeing 757-200 (75G),34,17.2,Standard,None,None,None,No,Economy class,Delta Airlines
1180,Boeing 757-200 (75G),30-32,17.2,Standard,None,None,None,No,Economy class,Delta Airlines
1181,Boeing 757-200 (75P),34,17.3,Standard,On-Demand TV,None,None,No,Economy class,Delta Airlines
1182,Boeing 757-200 (75P),31,17.3,Standard,On-Demand TV,None,None,No,Economy class,Delta Airlines
1183,Boeing 757-200 (75S),35,17.2,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Delta Airlines
1184,Boeing 757-200 (75S),31-33,17.2,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Delta Airlines
1185,Boeing 757-300 (75Y),34,17.2,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Delta Airlines
1186,Boeing 757-300 (75Y),30-32,17.2,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Delta Airlines
1187,Embraer E-170 (E70),34,18.3,Standard,None,None,None,No,Economy class,Delta Airlines
1188,Embraer E-170 (E70),31,18.3,Standard,None,None,None,No,Economy class,Delta Airlines
1189,Embraer E-175 (E75) Layout 1,34,18.25,Standard,None,None,None,No,Economy class,Delta Airlines
1190,Embraer E-175 (E75) Layout 1,31,18.25,Standard,None,None,None,No,Economy class,Delta Airlines
1191,Embraer E-175 (E75) Layout 2 - SkyWest,34,17.2,Standard,None,None,None,No,Economy class,Delta Airlines
1192,Embraer E-175 (E75) Layout 2 - SkyWest,32,17.2,Standard,None,None,None,No,Economy class,Delta Airlines
1193,McDonnell Douglas MD-88 (M88),34,16.79-17.17 in,Standard,None,None,None,No,Economy class,Delta Airlines
1194,McDonnell Douglas MD-88 (M88),31-33,16.79-17.17 in,Standard,None,None,None,No,Economy class,Delta Airlines
1195,McDonnell Douglas MD-90 (M90),34,18.1,Standard,None,All Seats,AC Power,No,Economy class,Delta Airlines
1196,McDonnell Douglas MD-90 (M90),30-31,18.1,Standard,None,None,None,No,Economy class,Delta Airlines
1197,Airbus A220-100 (CS1),36,21.0,Recliner,On-Demand TV,All Seats,AC Power,No,Business class,Delta Airlines
1198,Airbus A319 (319),36,21.0,Recliner,Satellite TV,All Seats,AC Power,No,Business class,Delta Airlines
1199,Airbus A320 (32K) Layout 1,36,21.0,Recliner,None,All Seats,AC Power,No,Business class,Delta Airlines
1200,Airbus A320 (32M) Layout 2,36,21.0,Recliner,None,All Seats,AC Power,No,Business class,Delta Airlines
1201,Airbus A321 (321) Layout 1,36,21.0,Recliner,On-Demand TV,All Seats,AC Power,No,Business class,Delta Airlines
1202,Airbus A321 (321) Layout 2,37,21.0,Recliner,On-Demand TV,All Seats,AC Power,No,Business class,Delta Airlines
1203,Boeing 717-200 (717),37,19.6,Recliner,None,All Seats,AC Power,No,Business class,Delta Airlines
1204,Boeing 737-700 (73W),37,21.0,Recliner,On-Demand TV,All Seats,AC Power,No,Business class,Delta Airlines
1205,Boeing 737-800 (73H),38,21.0,Recliner,On-Demand TV,All Seats,AC Power,No,Business class,Delta Airlines
1206,Boeing 737-900ER (739),37,21.0,Recliner,On-Demand TV,All Seats,AC Power,No,Business class,Delta Airlines
1207,Boeing 757-200 (757),37-38,21.0,Recliner,Overhead TV,None,None,No,Business class,Delta Airlines
1208,Boeing 757-200 (75D),37,21.0,Recliner,On-Demand TV,All Seats,AC Power,No,Business class,Delta Airlines
1209,Boeing 757-200 (75G),37,21.0,Recliner,None,None,None,No,Business class,Delta Airlines
1210,Boeing 757-200 (75P),36-37,21.0,Recliner,On-Demand TV,None,None,No,Business class,Delta Airlines
1211,Boeing 757-200 (75S),76,22.2,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Delta Airlines
1212,Boeing 757-300 (75Y),37,21.0,Recliner,On-Demand TV,All Seats,AC Power,No,Business class,Delta Airlines
1213,Embraer E-170 (E70),37,20.0,Recliner,None,None,None,No,Business class,Delta Airlines
1214,Embraer E-175 (E75) Layout 1,37,20.0,Recliner,None,None,None,No,Business class,Delta Airlines
1215,Embraer E-175 (E75) Layout 2 - SkyWest,37,21.0,Standard,None,None,None,No,Business class,Delta Airlines
1216,McDonnell Douglas MD-88 (M88),37,19.6,Recliner,None,All Seats,AC Power,No,Business class,Delta Airlines
1217,McDonnell Douglas MD-90 (M90),37,19.6,Recliner,None,All Seats,AC Power,No,Business class,Delta Airlines
1218,Bombardier CRJ-100/200,31,17.3,Standard,None,None,None,No,Economy class,Delta Airlines
1219,Bombardier CRJ-700 (CR7),34,17.3,Standard,None,All Seats,AC Power,No,Economy class,Delta Airlines
1220,Bombardier CRJ-700 (CR7),31,17.3,Standard,None,All Seats,AC Power,No,Economy class,Delta Airlines
1221,Bombardier CRJ-900 (CR9),34,16.85-17.17 in,Standard,None,None,None,No,Economy class,Delta Airlines
1222,Bombardier CRJ-900 (CR9),31,16.85-17.17 in,Standard,None,None,None,No,Economy class,Delta Airlines
1223,Bombardier CRJ-900 Atmosphere Cabin (CR9),34,17.2,Standard,None,All Seats,AC Power,No,Economy class,Delta Airlines
1224,Bombardier CRJ-900 Atmosphere Cabin (CR9),31,17.2,Standard,None,All Seats,AC Power,No,Economy class,Delta Airlines
1225,Bombardier CRJ-700 (CR7),36,19.0,Recliner,None,All Seats,AC Power,No,Business class,Delta Airlines
1226,Bombardier CRJ-900 (CR9),37,19.6,Recliner,None,None,None,No,Business class,Delta Airlines
1227,Bombardier CRJ-900 Atmosphere Cabin (CR9),36,21.0,Standard,None,All Seats,AC Power,No,Business class,Delta Airlines
1228,Airbus A319 (319),29,18.0,Standard,None,None,None,No,Economy class,EasyJet Airlines
1229,Airbus A320 (320) Layout 1,29,18.0,Standard,None,None,None,No,Economy class,EasyJet Airlines
1230,Airbus A320 (320) Layout 2,29,18.0,Standard,None,None,None,No,Economy class,EasyJet Airlines
1231,Airbus A321neo,29,18.0,Standard,None,None,None,No,Economy class,EasyJet Airlines
1232,Airbus A330-300 (333),31,17,Standard,On-Demand TV,None,None,No,Economy class,Edelweiss
1233,Airbus A330-300 (333),36,17,Standard,On-Demand TV,None,None,No,Economy class,Edelweiss
1234,Airbus A340-300 (343),31,17,Standard,On-Demand TV,None,None,No,Economy class,Edelweiss
1235,Airbus A340-300 (343),36,17,Standard,On-Demand TV,None,None,No,Economy class,Edelweiss
1236,Airbus A330-300 (333),48,22,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Edelweiss
1237,Airbus A340-300 (343),48,22,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Edelweiss
1238,Airbus A320-200 (320),30,18,Standard,None,None,None,No,Economy class,Edelweiss
1239,Airbus A320-200 (320),32,18,Standard,None,None,None,No,Business class,Edelweiss
1240,Airbus A330-200 (332),32,18,Standard,Overhead TV,None,None,No,Economy class,Egyptair
1241,Airbus A330-300 (333),33,18,Standard,Overhead TV,Some Seats,AC Power,No,Economy class,Egyptair
